track_name,artist_name,artist_popularity,artist_genres,artist_followers,track_popularity,track_acousticness,track_danceability,track_duration_ms,track_energy,track_instrumentalness,track_loudness,track_tempo,track_valence
Doublë,Yeat,80,"pluggnb, rap",777203,67,0.0156,0.725,170453,0.634,0,-8.517,123.926,0.292
toxic city,Lil Peep,81,"emo rap, lgbtq+ hip hop",9099863,63,0.014,0.625,176880,0.619,0,-7.513,120.094,0.285
O.O,NMIXX,64,k-pop girl group,388684,78,0.0354,0.39,172936,0.767,4.26E-06,-3.918,200.263,0.285
You Were Loved (with OneRepublic),Gryffin,71,"dance pop, edm, pop, pop dance, tropical house",817786,74,0.0947,0.636,221885,0.69,0,-5.011,123.994,0.444
3G (feat. Lil Uzi Vert),Yeat,80,"pluggnb, rap",777203,66,0.00773,0.758,170640,0.572,1.18E-05,-8.087,135.984,0.152
Everglow,Coldplay,86,"permanent wave, pop",36032483,2,0.969,0.386,301800,0.259,0.012,-8.957,77.436,0.308
Adventure of a Lifetime - Matoma Remix,Coldplay,86,"permanent wave, pop",36032483,0,0.00381,0.651,250714,0.771,1.71E-05,-6.541,112.015,0.456
Every Teardrop Is a Waterfall,Coldplay,86,"permanent wave, pop",36032483,1,0.00151,0.428,243000,0.741,0.00277,-7.003,118.025,0.342
Champion of the World,Coldplay,86,"permanent wave, pop",36032483,0,0.00276,0.503,257547,0.594,0.0102,-7.095,108.9,0.168
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
Plan A,Paulo Londra,81,"argentine hip hop, trap argentino, trap latino",16689763,86,0.0495,0.583,178203,0.834,0,-4.875,173.935,0.557
Greener Pasture,Carter Faith,51,country pop,5045,66,0.0282,0.63,189443,0.544,0,-7.252,112.942,0.389
Rockstar In His Prime,Juice WRLD,88,"chicago rap, melodic rap",24114636,68,0.415,0.685,180750,0.729,0,-8.694,170.025,0.382
Fish Scale,YoungBoy Never Broke Again,83,"baton rouge rap, trap",8890086,65,0.0254,0.869,170959,0.616,0,-5.76,145.824,0.342
Therapy Music (feat. Russ),Logic,77,"conscious hip hop, dmv rap, hip hop, pop rap, rap",5717593,68,0.407,0.786,262748,0.718,0,-3.451,92.04,0.465
Toxic Pony,ALTÉGO,62,,44080,75,0.00757,0.775,198042,0.652,0.000598,-9.906,143.08,0.922
A Head Full of Dreams,Coldplay,86,"permanent wave, pop",36032483,0,0.0021,0.449,223773,0.92,0.0167,-4.982,122.984,0.0772
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
Champion of the World,Coldplay,86,"permanent wave, pop",36032483,0,0.00276,0.503,257547,0.594,0.0102,-7.095,108.9,0.168
A Sky Full of Stars,Coldplay,86,"permanent wave, pop",36032483,3,0.00617,0.545,267867,0.675,0.00197,-6.474,124.97,0.162
Orphans - Muzi Remix,Coldplay,86,"permanent wave, pop",36032483,0,0.077,0.82,221160,0.827,0.105,-6.672,112.964,0.62
Adventure of a Lifetime - Matoma Remix,Coldplay,86,"permanent wave, pop",36032483,0,0.00381,0.651,250714,0.771,1.71E-05,-6.541,112.015,0.456
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
Cry Cry Cry,Coldplay,86,"permanent wave, pop",36032483,1,0.89,0.491,167280,0.262,0.288,-10.458,204.52,0.338
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
A Sky Full of Stars,Coldplay,86,"permanent wave, pop",36032483,1,0.00617,0.545,267867,0.675,0.00197,-6.474,124.97,0.162
Champion of the World,Coldplay,86,"permanent wave, pop",36032483,0,0.00276,0.503,257547,0.594,0.0102,-7.095,108.9,0.168
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
On Top Of The World,Imagine Dragons,87,"modern rock, rock",40280264,0,0.0897,0.588,192800,0.925,4.89E-06,-5.584,99.83,0.759
Talk (Francois K Dub) - Remix,Coldplay,86,"permanent wave, pop",36032483,0,0.00487,0.797,543613,0.844,0.626,-8.329,126.979,0.519
A Sky Full of Stars,Coldplay,86,"permanent wave, pop",36032483,0,0.00617,0.545,267867,0.675,0.00197,-6.474,124.97,0.162
Champion of the World,Coldplay,86,"permanent wave, pop",36032483,1,0.00276,0.503,257547,0.594,0.0102,-7.095,108.9,0.168
Higher Power,Coldplay,86,"permanent wave, pop",36032483,0,0.00711,0.507,211295,0.828,2.44E-05,-6.023,178.032,0.489
A Sky Full of Stars,Coldplay,86,"permanent wave, pop",36032483,1,0.00617,0.545,267867,0.675,0.00197,-6.474,124.97,0.162
A Sky Full of Stars,Coldplay,86,"permanent wave, pop",36032483,1,0.00617,0.545,267867,0.675,0.00197,-6.474,124.97,0.162
HANDSOMER (Extended Remix) (Feat. Ktlyn),Russ,77,"hawaiian hip hop, rap",4420525,67,0.194,0.79,192439,0.609,0,-6.579,81.971,0.54
Wraith,Chance the Rapper,75,"chicago rap, conscious hip hop, hip hop, pop rap, rap",5655455,66,0.162,0.957,147692,0.528,1.30E-06,-6.025,130.001,0.687
25k jacket (feat. Lil Baby),Gunna,85,"atl hip hop, melodic rap, rap, trap",4312479,68,0.16,0.903,120000,0.537,0,-6.854,115.013,0.737
I Ain't Worried,OneRepublic,81,"dance pop, piano rock, pop, pop rock",13699438,74,0.0826,0.704,148486,0.797,0.000745,-5.927,139.994,0.825
Stars In The Sky - From Sonic The Hedgehog 2,Kid Cudi,80,"hip hop, ohio hip hop, rap",5819215,68,0.0497,0.734,185669,0.766,0.000314,-6.44,132.064,0.832
COMPLETE MESS,5 Seconds of Summer,79,"boy band, dance pop, pop, post-teen pop",8556324,74,0.0573,0.398,206361,0.519,1.86E-05,-6.926,81.377,0.133
People Talk,Kidd G,61,,149154,65,0.00776,0.608,191080,0.801,0,-6.912,87.974,0.262
everything,Kehlani,76,"alternative r&b, dance pop, pop, pop rap, r&b",5851015,69,0.851,0.388,207551,0.448,0,-5.221,142.342,0.397
Chronicles (feat. H.E.R. & Lil Durk),Cordae,68,"dmv rap, hip hop, rap, trap",1766641,68,0.3,0.678,212077,0.527,0,-9.038,76.847,0.583
Big Energy (feat. DJ Khaled) - Remix,Latto,72,"pop, r&b, trap queen",795715,72,0.0421,0.87,181666,0.775,1.80E-06,-3.703,106.001,0.792
It's Givin,Latto,72,"pop, r&b, trap queen",795715,66,0.0259,0.865,153000,0.614,0,-6.782,160.032,0.642
Gospel (with Eminem),Dr. Dre,79,"g funk, gangster rap, hip hop, rap, west coast rap",7264659,72,0.103,0.919,210027,0.869,1.20E-05,-4.441,117.03,0.655
Super Urus,LUCKI,66,"plugg, pluggnb, underground hip hop, vapor trap",221139,66,0.00206,0.803,142280,0.624,0.000239,-7.97,134.997,0.669
Brambleton,Pusha T,76,"hip hop, rap, southern hip hop, trap, underground hip hop, virginia hip hop",2455825,68,0.132,0.739,170911,0.658,0.000129,-4.145,80.955,0.636
CANDY,ROSALÍA,81,r&b en espanol,5410354,78,0.885,0.638,193480,0.49,0.0116,-5.726,179.905,0.403
Walkin,Denzel Curry,73,"dark trap, drill, hip hop, miami hip hop, rap, underground hip hop",1862142,68,0.134,0.557,280000,0.654,0,-7.201,135.983,0.386
SAOKO,ROSALÍA,81,r&b en espanol,5410354,77,0.79,0.827,137533,0.768,2.45E-05,-5.702,99.988,0.734
Neighborhood Superstar,DaBaby,83,"north carolina hip hop, rap, trap",9667695,66,0.109,0.821,235583,0.714,0,-5.977,81.393,0.665
Love Me Back (Fayahh Beat),Trinidad Cardona,65,,150948,77,0.0325,0.602,193627,0.612,0.00943,-8.115,95.161,0.692
Comedy,Gen Hoshino,66,"j-acoustic, j-pop, japanese singer-songwriter",1273146,75,0.0322,0.676,230667,0.461,1.01E-06,-6.746,87.917,0.715
War,King Von,75,"chicago rap, trap",1999563,66,0.00234,0.915,160133,0.538,0,-5.954,131.919,0.099
life,Lil Peep,81,"emo rap, lgbtq+ hip hop",9099863,58,0.104,0.57,183267,0.719,0.0166,-7.631,135.001,0.148
712PM,Future,89,"atl hip hop, rap, southern hip hop, trap",11585626,69,0.0355,0.711,173187,0.686,0,-6.409,146.971,0.536
SOLO,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,68,0.391,0.44,212866,0.641,0,-4.707,179.937,0.305
Highest Building (feat. Oklou),Flume,73,"australian dance, australian electropop, australian indie, downtempo, edm",2280486,67,0.414,0.414,216818,0.68,8.13E-05,-3.328,74.203,0.51
Serotonin,Nic D,63,pop rap,185224,67,0.0333,0.81,151301,0.497,0,-7.755,139.988,0.343
SUPERMODEL,Måneskin,78,"indie rock italiano, italian pop",6014325,83,0.00164,0.636,148064,0.876,0,-3.413,120.983,0.799
Everything She Ain’t,Hailey Whitters,54,"contemporary country, country pop",26159,66,0.175,0.796,151973,0.621,0,-6.129,121.904,0.808
Thursday's Child Has Far To Go,TOMORROW X TOGETHER,78,"k-pop, k-pop boy group",6330236,74,0.049,0.631,211399,0.762,0,-4.208,167.14,0.668
Jus bëtter,Yeat,80,"pluggnb, rap",777203,66,0.018,0.708,188240,0.561,0,-8.453,74.041,0.106
Choreomania,Florence + The Machine,77,"baroque pop, pop, uk alternative pop",5937620,69,0.0907,0.64,213102,0.674,0.00184,-7.605,156.96,0.275
Million Dollars Worth of Game (feat. 42 Dugg),2 Chainz,77,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",7172668,67,0.00407,0.808,159840,0.677,0,-4.922,97.009,0.46
Free,Florence + The Machine,77,"baroque pop, pop, uk alternative pop",5937620,69,0.00777,0.465,234858,0.696,0.00196,-6.233,174.806,0.0494
Ojos Cerrados,Banda MS de Sergio Lizárraga,78,"banda, musica mexicana, norteno",15003212,75,0.336,0.513,180750,0.345,0,-7.579,79.981,0.68
Mi Despedida,Los Del Limit,65,"corrido, corridos tumbados, nueva musica mexicana",263075,67,0.44,0.531,196065,0.491,0.00116,-8.636,110.228,0.363
QUE DIABLOS HICE (INTERLUDE),Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,68,0.964,0.774,107154,0.331,4.61E-05,-9.534,122.949,0.599
Voodoo,BOA Hunxho,50,,3872,66,0.459,0.724,158694,0.418,0,-13.223,132.159,0.696
Wildest Dreams (Taylor's Version),Taylor Swift,92,pop,53613642,70,0.0354,0.587,220433,0.663,9.06E-05,-7.423,139.99,0.544
LUCES ROJAS,Eslabon Armado,78,"corrido, corridos tumbados, nueva musica mexicana, sierreno",2165506,67,0.224,0.621,204483,0.737,0,-6.026,87.949,0.536
Longneck Way To Go,Midland,63,"neo-traditional country, texas country",219325,66,0.00177,0.485,188400,0.883,6.38E-06,-4.906,129.021,0.604
I Heard You’re Married (feat. Lil Wayne),The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,71,0.103,0.736,263642,0.848,0,-5.494,109.946,0.784
Broadway Girls (feat. Morgan Wallen),Lil Durk,84,"chicago drill, chicago rap, drill, hip hop, rap, trap",4075650,65,0.0417,0.659,185600,0.745,0,-3.599,74.967,0.54
Tendencia Global,Blessd,76,"reggaeton, trap latino",705379,80,0.527,0.867,234402,0.766,8.50E-05,-3.542,91.023,0.607
April Showers,Koe Wetzel,67,texas country,319281,64,5.12E-05,0.476,182346,0.843,0,-5.765,151.119,0.284
Soy El Ratón,Código FN,64,"corrido, corridos tumbados, musica mexicana, norteno, nueva musica mexicana",465966,74,0.265,0.818,222670,0.734,0,-5.644,103.052,0.774
Best Friends,The Weeknd,91,"canadian contemporary r&b, canadian pop, pop",45206489,71,0.436,0.737,163504,0.564,0,-7.045,90,0.528
Flossin’ (feat. YoungBoy Never Broke Again),Internet Money,73,"rap, trap",635571,66,0.0425,0.713,168000,0.57,0,-8.126,159.99,0.155
ONE IN A MILLION,Rex Orange County,77,"bedroom pop, pop",4025316,67,0.699,0.765,194893,0.484,0,-6.96,80.003,0.507
5150,Machine Gun Kelly,81,ohio hip hop,4604714,69,0.000181,0.535,174849,0.94,0.00134,-4.811,157.994,0.536
No Switch,YoungBoy Never Broke Again,83,"baton rouge rap, trap",8890086,65,0.101,0.682,180706,0.798,0,-6.831,169.959,0.694
Fantasy (feat. Offset),Big Scarr,60,"memphis hip hop, southern hip hop, trap",181373,65,0.0124,0.934,202783,0.323,0,-11.125,132.95,0.238
Let's Love,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.00882,0.662,200645,0.868,0.00244,-4.025,92.998,0.353
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,2,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
MAMIII,Becky G,81,"dance pop, latin, latin viral pop, rap latina, reggaeton",11553692,75,0.0845,0.836,226093,0.703,0,-3.554,94.048,0.902
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
We Not Humping - Remix,Monaleo,55,viral rap,46906,68,0.0344,0.971,143325,0.851,0,-5.586,120.008,0.81
Vinyl Days (feat. DJ Premier),Logic,77,"conscious hip hop, dmv rap, hip hop, pop rap, rap",5717593,63,0.38,0.694,282581,0.873,0,-2.96,89.958,0.593
Get Together,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0433,0.849,162051,0.669,3.72E-06,-4.872,117.024,0.607
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,2,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,2,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Memories - 2021 Remix,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Flames,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0722,0.61,195000,0.728,8.17E-06,-4.347,93.959,0.364
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Memories - 2021 Remix,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
NO TRENDS,Mike Dimes,63,rap,108931,66,0.0098,0.727,151286,0.723,4.44E-06,-4.862,139.992,0.739
Shot Clock Violations,Tory Lanez,79,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, toronto rap, trap",4408090,62,0.45,0.645,255027,0.698,0,-7.382,87.827,0.667
Closer (feat. H.E.R.),Saweetie,74,"cali rap, dance pop, pop, pop rap, r&b, trap queen",1588710,69,0.139,0.833,168873,0.691,2.99E-05,-5.771,110.985,0.866
SOON (feat. Arabian),42 Dugg,74,"detroit trap, rap, southern hip hop, trap",646327,63,0.112,0.665,159104,0.633,0,-9.324,168.985,0.254
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
deja vu,Olivia Rodrigo,85,pop,17175507,1,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
traitor,Olivia Rodrigo,85,pop,17175507,0,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
traitor,Olivia Rodrigo,85,pop,17175507,1,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,0,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
traitor,Olivia Rodrigo,85,pop,17175507,1,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
drivers license,Olivia Rodrigo,85,pop,17175507,1,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
#doyalike,kazeWIW,55,,1212,71,0.0959,0.634,183066,0.69,0.564,-8.316,96.115,0.399
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
If You Really Love Me (How Will I Know),David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0512,0.692,184390,0.883,0,-4.698,122.984,0.614
Who's That Chick?,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.00377,0.675,201040,0.602,0,-4.733,127.938,0.933
Family,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,1,0.0744,0.687,158995,0.717,0,-6.61,88.063,0.685
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Family,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0744,0.687,158995,0.717,0,-6.61,88.063,0.685
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
Family,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,4,0.0744,0.687,158995,0.717,0,-6.61,88.063,0.685
Crazy What Love Can Do,David Guetta,86,"big room, dance pop, edm, pop, pop dance, pop rap",24294018,0,0.0282,0.601,169756,0.713,0,-3.758,122.872,0.464
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,1,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,2,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,1,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
traitor,Olivia Rodrigo,85,pop,17175507,0,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,1,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,1,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
traitor,Olivia Rodrigo,85,pop,17175507,0,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
King,Florence + The Machine,77,"baroque pop, pop, uk alternative pop",5937620,69,0.136,0.731,280131,0.45,0.000989,-8.086,105.989,0.0856
HOME,Mike Dimes,63,rap,108931,66,0.342,0.895,174915,0.468,0,-5.777,118.019,0.428
Computer Murderers,Lil Durk,84,"chicago drill, chicago rap, drill, hip hop, rap, trap",4075650,65,0.000408,0.672,139533,0.564,0,-10.418,173.007,0.195
"Blood All On it (feat. Key Glock, Young Dolph)",Gucci Mane,77,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4337750,65,0.0277,0.858,234869,0.7,0,-4.677,140.08,0.825
Un Viaje,Jotaerre,58,,1686,75,0.151,0.726,285747,0.778,0,-4.541,175.889,0.725
Slut Me Out,NLE Choppa,76,memphis hip hop,4646214,66,0.117,0.938,123673,0.606,0,-6.396,121.108,0.706
From My Window,Juice WRLD,88,"chicago rap, melodic rap",24114636,67,0.129,0.702,187212,0.514,0,-6.674,76.982,0.133
Chingas A Tu Madre,Fuerza Regida,74,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sierreno",1591858,70,0.366,0.539,205125,0.318,0,-8.023,143.286,0.759
deja vu,Olivia Rodrigo,85,pop,17175507,0,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,1,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
traitor,Olivia Rodrigo,85,pop,17175507,1,0.691,0.38,229227,0.339,0,-7.885,100.607,0.0849
drivers license,Olivia Rodrigo,85,pop,17175507,1,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
drivers license,Olivia Rodrigo,85,pop,17175507,0,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,0,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,1,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
good 4 u,Olivia Rodrigo,85,pop,17175507,0,0.3,0.556,178148,0.661,0,-5.052,168.56,0.668
deja vu,Olivia Rodrigo,85,pop,17175507,0,0.593,0.439,215508,0.61,1.07E-05,-7.236,181.088,0.172
drivers license,Olivia Rodrigo,85,pop,17175507,1,0.721,0.585,242014,0.436,1.31E-05,-8.761,143.874,0.132
